文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
DDoS_LOIC-HTTP_907.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9745
geo_DDoS_HOIC_819.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9922
mpls_DDoS_LOIC-HTTP_1454.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
geo_Benign_18363.pcap,geo,Benign,,Benign,? 正确,0.8132
BruteForce_SSH-Patator_762.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9647
Infiltration_NMAP-Portscan_272.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.943
Infiltration_Dropbox_3248.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9492
scion_Botnet_Screenshots_2512.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8978
mpls_DoS_Slowloris_4537.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
Infiltration_Dropbox_1770.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9482
Benign_10529.pcap,IPv4,Benign,,Benign,? 正确,0.8325
ipv6_Infiltration_NMAP-Portscan_1381.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9516
mpls_BruteForce_FTP-Patator_741.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_2082.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9906
Botnet_Ares_2244.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8626
mpls_Benign_5438.pcap,mpls,Benign,,Benign,? 正确,0.966
ipv6_BruteForce_SSH-Patator_4831.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9633
scion_Benign_14303.pcap,scion,Benign,,Botnet,? 错误,0.8654
DDoS_LOIC-HTTP_4818.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9748
DDoS_LOIC-HTTP_1831.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9736
scion_BruteForce_FTP-Patator_3923.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DoS_GoldenEye_22971.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_BruteForce_FTP-Patator_1438.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_HOIC_539.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.5066
mpls_DoS_Slowloris_3315.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
scion_Botnet_Screenshots_116.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8544
geo_Benign_11724.pcap,geo,Benign,,Benign,? 正确,0.9676
geo_DDoS_LOIC-UDP_4055.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_DDoS_LOIC-UDP_1564.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
Benign_4631.pcap,IPv4,Benign,,Benign,? 正确,0.9815
Benign_6132.pcap,IPv4,Benign,,Benign,? 正确,0.9598
mpls_Benign_8819.pcap,mpls,Benign,,Benign,? 正确,0.9806
ipv6_BruteForce_FTP-Patator_2099.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Hulk_6050.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9939
mpls_Botnet_Screenshots_2729.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9159
ipv6_Benign_22199.pcap,ipv6,Benign,,Benign,? 正确,0.8181
scion_Infiltration_NMAP-Portscan_48.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9135
Benign_10050.pcap,IPv4,Benign,,Benign,? 正确,0.9479
ipv6_Botnet_Screenshots_3284.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9184
ipv6_Benign_29557.pcap,ipv6,Benign,,Benign,? 正确,0.6964
scion_Benign_22671.pcap,scion,Benign,,Benign,? 正确,0.7723
scion_Botnet_Ares_723.pcap,scion,Botnet,Ares,Benign,? 错误,0.6146
geo_DoS_GoldenEye_12541.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9931
geo_Benign_11987.pcap,geo,Benign,,Benign,? 正确,0.8233
Benign_4044.pcap,IPv4,Benign,,Benign,? 正确,0.9594
mpls_DoS_Hulk_3342.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9947
Infiltration_NMAP-Portscan_3007.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9469
ipv6_DoS_GoldenEye_28765.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
scion_BruteForce_FTP-Patator_3360.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
BruteForce_FTP-Patator_4242.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_HOIC_304.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Benign_26297.pcap,ipv6,Benign,,Benign,? 正确,0.7863
DoS_GoldenEye_6789.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9901
mpls_Infiltration_Dropbox_4198.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9475
Infiltration_Dropbox_4692.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9492
BruteForce_FTP-Patator_1059.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-HTTP_4139.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9571
BruteForce_SSH-Patator_3201.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9586
ipv6_Infiltration_NMAP-Portscan_4941.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9482
scion_Benign_19784.pcap,scion,Benign,,Benign,? 正确,0.9787
scion_Benign_22735.pcap,scion,Benign,,Benign,? 正确,0.8134
Botnet_Screenshots_1335.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.915
BruteForce_FTP-Patator_2222.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_BruteForce_FTP-Patator_1713.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Botnet_Ares_912.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8194
ipv6_DDoS_LOIC-UDP_4367.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DDoS_LOIC-HTTP_3803.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_DDoS_LOIC-HTTP_2692.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
DoS_GoldenEye_1042.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9926
mpls_DDoS_LOIC-UDP_1406.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_Infiltration_NMAP-Portscan_4619.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9468
Benign_3392.pcap,IPv4,Benign,,Benign,? 正确,0.9767
Benign_1928.pcap,IPv4,Benign,,Benign,? 正确,0.9715
geo_Benign_11090.pcap,geo,Benign,,Benign,? 正确,0.794
ipv6_DDoS_HOIC_531.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9926
ipv6_BruteForce_SSH-Patator_3576.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9607
ipv6_DDoS_LOIC-UDP_4441.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
BruteForce_SSH-Patator_2853.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9622
ipv6_Infiltration_NMAP-Portscan_913.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9597
ipv6_DDoS_LOIC-UDP_4942.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_DDoS_LOIC-HTTP_1792.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9626
ipv6_DoS_Hulk_2728.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.994
DoS_GoldenEye_1105.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Infiltration_NMAP-Portscan_1797.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.976
geo_Benign_12781.pcap,geo,Benign,,Benign,? 正确,0.9672
geo_Benign_18016.pcap,geo,Benign,,Benign,? 正确,0.9692
ipv6_DoS_Hulk_221.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9936
ipv6_Benign_27015.pcap,ipv6,Benign,,Benign,? 正确,0.7534
mpls_DoS_Hulk_4567.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9933
BruteForce_SSH-Patator_3106.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9569
mpls_Infiltration_NMAP-Portscan_4638.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9743
scion_Benign_14703.pcap,scion,Benign,,Benign,? 正确,0.8296
scion_Benign_16336.pcap,scion,Benign,,Benign,? 正确,0.8193
DDoS_LOIC-HTTP_1879.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
geo_DDoS_LOIC-UDP_4299.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
mpls_Benign_12024.pcap,mpls,Benign,,Benign,? 正确,0.9563
ipv6_Infiltration_NMAP-Portscan_1966.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9761
mpls_DoS_Slowloris_732.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9946
scion_Benign_21689.pcap,scion,Benign,,Benign,? 正确,0.9587
geo_DoS_GoldenEye_20481.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9922
mpls_Botnet_Screenshots_2260.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9157
DDoS_HOIC_2808.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9525
Benign_5351.pcap,IPv4,Benign,,Benign,? 正确,0.9775
scion_Botnet_Screenshots_591.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8865
Benign_764.pcap,IPv4,Benign,,Benign,? 正确,0.9746
Botnet_Screenshots_1222.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9249
ipv6_DDoS_LOIC-UDP_2746.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_BruteForce_SSH-Patator_2787.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9657
DoS_GoldenEye_6223.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_BruteForce_SSH-Patator_364.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9648
ipv6_DoS_GoldenEye_26241.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
mpls_DoS_Hulk_8766.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9938
ipv6_Infiltration_Dropbox_101.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9551
geo_DDoS_LOIC-UDP_2685.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9825
geo_Benign_11758.pcap,geo,Benign,,Benign,? 正确,0.7943
geo_DoS_GoldenEye_14812.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
mpls_Botnet_Screenshots_1448.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9004
geo_DDoS_HOIC_3015.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
Benign_6429.pcap,IPv4,Benign,,Benign,? 正确,0.9697
mpls_Infiltration_Dropbox_4389.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9719
geo_Benign_16340.pcap,geo,Benign,,Benign,? 正确,0.9746
geo_DoS_GoldenEye_11162.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9942
mpls_DDoS_LOIC-HTTP_4068.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
scion_Benign_14195.pcap,scion,Benign,,Benign,? 正确,0.9783
scion_Benign_15926.pcap,scion,Benign,,Benign,? 正确,0.6988
mpls_DDoS_LOIC-UDP_1630.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
geo_DDoS_LOIC-UDP_2930.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_Botnet_Screenshots_2747.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9159
DDoS_LOIC-HTTP_1227.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_Botnet_Screenshots_371.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8294
ipv6_Infiltration_Dropbox_330.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9637
Botnet_Ares_563.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8774
Benign_7702.pcap,IPv4,Benign,,Benign,? 正确,0.9096
scion_Botnet_Screenshots_539.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8942
scion_Benign_16196.pcap,scion,Benign,,Benign,? 正确,0.976
Benign_7479.pcap,IPv4,Benign,,Benign,? 正确,0.9326
DDoS_LOIC-HTTP_1884.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
geo_DoS_GoldenEye_16847.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9946
DDoS_LOIC-HTTP_4458.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
scion_Botnet_Screenshots_2448.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8182
ipv6_Benign_27584.pcap,ipv6,Benign,,Benign,? 正确,0.9871
DDoS_HOIC_3290.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Botnet_Ares_749.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9153
ipv6_Infiltration_NMAP-Portscan_3048.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9738
Benign_10072.pcap,IPv4,Benign,,Benign,? 正确,0.943
mpls_DoS_Slowloris_1059.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
Benign_1595.pcap,IPv4,Benign,,Benign,? 正确,0.9687
mpls_BruteForce_FTP-Patator_805.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-UDP_3293.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9825
geo_DDoS_HOIC_2484.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_DDoS_LOIC-HTTP_3263.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9558
scion_Benign_17379.pcap,scion,Benign,,Benign,? 正确,0.8086
geo_Benign_19488.pcap,geo,Benign,,Benign,? 正确,0.8058
ipv6_Benign_22696.pcap,ipv6,Benign,,Benign,? 正确,0.9717
mpls_Infiltration_NMAP-Portscan_4780.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.974
mpls_DoS_Hulk_7148.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9945
ipv6_BruteForce_SSH-Patator_377.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9627
Benign_2928.pcap,IPv4,Benign,,Benign,? 正确,0.7998
mpls_Botnet_Ares_3152.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8911
ipv6_DoS_GoldenEye_22552.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_Botnet_Screenshots_1202.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9096
scion_Benign_23063.pcap,scion,Benign,,Benign,? 正确,0.8348
BruteForce_SSH-Patator_3700.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.961
geo_DoS_GoldenEye_21669.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
ipv6_DoS_GoldenEye_26252.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
BruteForce_SSH-Patator_1206.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9634
ipv6_Infiltration_Dropbox_4399.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.97
Infiltration_Dropbox_2606.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9482
BruteForce_FTP-Patator_4725.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Slowloris_788.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
mpls_DDoS_LOIC-HTTP_1344.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_BruteForce_SSH-Patator_3572.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9634
scion_Infiltration_Dropbox_2060.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9542
ipv6_DoS_GoldenEye_22623.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
mpls_Benign_3067.pcap,mpls,Benign,,Benign,? 正确,0.9797
mpls_Botnet_Ares_645.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8766
mpls_Benign_9311.pcap,mpls,Benign,,Benign,? 正确,0.9777
geo_Benign_12731.pcap,geo,Benign,,Benign,? 正确,0.81
DDoS_LOIC-HTTP_1866.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_Infiltration_Dropbox_4661.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9732
DoS_GoldenEye_9921.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9945
geo_DDoS_HOIC_8.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9699
mpls_BruteForce_SSH-Patator_253.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.963
Infiltration_Dropbox_4524.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9475
Botnet_Ares_1765.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9149
Botnet_Screenshots_2847.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8116
Botnet_Screenshots_1214.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9149
geo_DoS_GoldenEye_18196.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Infiltration_Dropbox_3905.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9734
scion_Botnet_Ares_1607.pcap,scion,Botnet,Ares,Botnet,? 正确,0.759
geo_DoS_GoldenEye_17342.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9898
DDoS_LOIC-HTTP_2556.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9556
mpls_BruteForce_FTP-Patator_472.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Infiltration_Dropbox_1145.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.7786
ipv6_Infiltration_Dropbox_37.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9498
scion_Benign_19438.pcap,scion,Benign,,Benign,? 正确,0.984
ipv6_BruteForce_FTP-Patator_3158.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Hulk_2949.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9947
scion_Benign_18522.pcap,scion,Benign,,Benign,? 正确,0.9567
ipv6_Infiltration_NMAP-Portscan_4261.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9499
Benign_8991.pcap,IPv4,Benign,,Benign,? 正确,0.9797
ipv6_Benign_24317.pcap,ipv6,Benign,,Benign,? 正确,0.804
ipv6_Benign_26046.pcap,ipv6,Benign,,Benign,? 正确,0.9835
DoS_GoldenEye_9825.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9942
mpls_BruteForce_SSH-Patator_4836.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9661
scion_Benign_19140.pcap,scion,Benign,,Benign,? 正确,0.986
ipv6_WebAttack_XSS_4.pcap,ipv6,WebAttack,XSS,WebAttack,? 正确,0.9456
geo_Benign_16403.pcap,geo,Benign,,Benign,? 正确,0.6941
ipv6_DoS_GoldenEye_24562.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
DDoS_HOIC_1008.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9935
ipv6_BruteForce_FTP-Patator_2549.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_24093.pcap,ipv6,Benign,,Benign,? 正确,0.7986
DoS_GoldenEye_6161.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9941
mpls_BruteForce_FTP-Patator_2936.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_Benign_12533.pcap,geo,Benign,,Benign,? 正确,0.8211
Benign_3866.pcap,IPv4,Benign,,Benign,? 正确,0.8228
DoS_GoldenEye_6689.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
Infiltration_Dropbox_4397.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9732
mpls_DoS_Slowloris_1597.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
Benign_4651.pcap,IPv4,Benign,,Benign,? 正确,0.9778
geo_Benign_14474.pcap,geo,Benign,,Benign,? 正确,0.8322
ipv6_Benign_27644.pcap,ipv6,Benign,,Benign,? 正确,0.8082
geo_DoS_GoldenEye_11280.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9925
WebAttack_BruteForce-Web_100.pcap,IPv4,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9496
Benign_6211.pcap,IPv4,Benign,,Benign,? 正确,0.9753
geo_DoS_GoldenEye_14257.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.994
ipv6_DDoS_LOIC-UDP_4127.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
Benign_1787.pcap,IPv4,Benign,,Benign,? 正确,0.8331
ipv6_Infiltration_Dropbox_3400.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9442
ipv6_Botnet_Screenshots_2851.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9027
scion_Botnet_Ares_1238.pcap,scion,Botnet,Ares,Botnet,? 正确,0.8944
Botnet_Screenshots_915.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.4908
mpls_DoS_Slowloris_4964.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
ipv6_Infiltration_Dropbox_144.pcap,ipv6,Infiltration,Dropbox,Benign,? 错误,0.7922
Botnet_Ares_1630.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8055
Botnet_Ares_2013.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9149
mpls_BruteForce_FTP-Patator_2454.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Botnet_Screenshots_2385.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8643
ipv6_BruteForce_SSH-Patator_2435.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9574
Botnet_Ares_3247.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8343
mpls_BruteForce_FTP-Patator_3228.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Slowloris_4854.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
scion_BruteForce_SSH-Patator_1610.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.958
mpls_Botnet_Screenshots_862.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8968
mpls_Botnet_Screenshots_1081.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8598
DDoS_HOIC_252.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
ipv6_Botnet_Ares_62.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.915
ipv6_Botnet_Screenshots_1406.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9046
Botnet_Screenshots_2448.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8182
scion_Infiltration_Dropbox_4572.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.947
mpls_WebAttack_XSS_34.pcap,mpls,WebAttack,XSS,WebAttack,? 正确,0.9456
scion_Benign_13512.pcap,scion,Benign,,Benign,? 正确,0.821
DoS_GoldenEye_559.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
DoS_GoldenEye_2498.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
mpls_DDoS_LOIC-UDP_1311.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_Infiltration_NMAP-Portscan_2558.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9694
DoS_GoldenEye_8051.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_DoS_Slowloris_3725.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
scion_Infiltration_NMAP-Portscan_1897.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.976
scion_BruteForce_FTP-Patator_4134.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_BruteForce_FTP-Patator_805.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Infiltration_NMAP-Portscan_141.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9574
mpls_Infiltration_NMAP-Portscan_1117.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9563
scion_BruteForce_FTP-Patator_945.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Benign_5557.pcap,mpls,Benign,,Benign,? 正确,0.9307
scion_Infiltration_Dropbox_2877.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9737
DDoS_LOIC-HTTP_4509.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
Infiltration_Dropbox_2248.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9761
ipv6_Botnet_Ares_3386.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9013
mpls_DoS_Hulk_9870.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9938
geo_DoS_GoldenEye_14836.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
Benign_1802.pcap,IPv4,Benign,,Benign,? 正确,0.9766
mpls_Benign_9159.pcap,mpls,Benign,,Benign,? 正确,0.802
BruteForce_FTP-Patator_3820.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
