文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
scion_Botnet_Screenshots_747.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9198
scion_Botnet_Screenshots_748.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9198
scion_Botnet_Screenshots_749.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9349
scion_Botnet_Screenshots_75.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9382
scion_Botnet_Screenshots_750.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.8318
scion_Botnet_Screenshots_751.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8120
scion_Botnet_Screenshots_752.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9278
scion_Botnet_Screenshots_753.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_754.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_755.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8928
scion_Botnet_Screenshots_756.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9298
scion_Botnet_Screenshots_757.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_758.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9307
scion_Botnet_Screenshots_759.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_76.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_760.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_761.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5755
scion_Botnet_Screenshots_762.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.8294
scion_Botnet_Screenshots_763.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9307
scion_Botnet_Screenshots_764.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7948
scion_Botnet_Screenshots_765.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_766.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_767.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7900
scion_Botnet_Screenshots_768.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7811
scion_Botnet_Screenshots_769.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9293
scion_Botnet_Screenshots_77.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_770.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_771.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_772.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5746
scion_Botnet_Screenshots_773.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9306
scion_Botnet_Screenshots_774.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5202
scion_Botnet_Screenshots_775.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6584
scion_Botnet_Screenshots_776.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6803
scion_Botnet_Screenshots_777.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9421
scion_Botnet_Screenshots_778.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9284
scion_Botnet_Screenshots_779.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_78.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_780.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9223
scion_Botnet_Screenshots_781.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9223
scion_Botnet_Screenshots_782.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7016
scion_Botnet_Screenshots_783.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9289
scion_Botnet_Screenshots_784.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7092
scion_Botnet_Screenshots_785.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7450
scion_Botnet_Screenshots_786.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5448
scion_Botnet_Screenshots_787.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_788.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_789.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8548
scion_Botnet_Screenshots_79.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9048
scion_Botnet_Screenshots_790.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7133
scion_Botnet_Screenshots_791.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8261
scion_Botnet_Screenshots_792.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_793.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9256
scion_Botnet_Screenshots_794.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_795.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_796.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9297
scion_Botnet_Screenshots_797.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9336
scion_Botnet_Screenshots_798.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8682
scion_Botnet_Screenshots_799.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9293
scion_Botnet_Screenshots_8.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8919
scion_Botnet_Screenshots_80.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9048
scion_Botnet_Screenshots_800.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5890
scion_Botnet_Screenshots_801.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_802.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_803.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_804.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9136
scion_Botnet_Screenshots_805.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5730
scion_Botnet_Screenshots_806.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9198
scion_Botnet_Screenshots_807.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9280
scion_Botnet_Screenshots_808.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7864
scion_Botnet_Screenshots_809.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9145
scion_Botnet_Screenshots_81.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8251
scion_Botnet_Screenshots_810.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9145
scion_Botnet_Screenshots_811.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8928
scion_Botnet_Screenshots_812.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9435
scion_Botnet_Screenshots_813.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8511
scion_Botnet_Screenshots_814.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_815.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9436
scion_Botnet_Screenshots_816.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7429
scion_Botnet_Screenshots_817.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6588
scion_Botnet_Screenshots_818.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.8231
scion_Botnet_Screenshots_819.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9293
scion_Botnet_Screenshots_82.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_820.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_821.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8439
scion_Botnet_Screenshots_822.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8977
scion_Botnet_Screenshots_823.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8977
scion_Botnet_Screenshots_824.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9306
scion_Botnet_Screenshots_825.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_826.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7119
scion_Botnet_Screenshots_827.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.4963
scion_Botnet_Screenshots_828.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9378
scion_Botnet_Screenshots_829.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7129
scion_Botnet_Screenshots_83.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8138
scion_Botnet_Screenshots_830.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7428
scion_Botnet_Screenshots_831.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7293
scion_Botnet_Screenshots_832.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9272
scion_Botnet_Screenshots_833.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9254
scion_Botnet_Screenshots_834.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.6406
scion_Botnet_Screenshots_835.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7431
scion_Botnet_Screenshots_836.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8436
scion_Botnet_Screenshots_837.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6177
scion_Botnet_Screenshots_838.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_839.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9280
scion_Botnet_Screenshots_84.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9288
scion_Botnet_Screenshots_840.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9280
scion_Botnet_Screenshots_841.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9061
scion_Botnet_Screenshots_842.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6400
scion_Botnet_Screenshots_843.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_844.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_845.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9178
scion_Botnet_Screenshots_846.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9178
scion_Botnet_Screenshots_847.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7427
scion_Botnet_Screenshots_848.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9282
scion_Botnet_Screenshots_849.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8666
scion_Botnet_Screenshots_85.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9214
scion_Botnet_Screenshots_850.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7756
scion_Botnet_Screenshots_851.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7785
scion_Botnet_Screenshots_852.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8556
scion_Botnet_Screenshots_853.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7837
scion_Botnet_Screenshots_854.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7152
scion_Botnet_Screenshots_855.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_856.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_857.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8588
scion_Botnet_Screenshots_858.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9314
scion_Botnet_Screenshots_859.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9314
scion_Botnet_Screenshots_86.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9214
scion_Botnet_Screenshots_860.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9238
scion_Botnet_Screenshots_861.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9238
scion_Botnet_Screenshots_862.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9238
scion_Botnet_Screenshots_863.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_864.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9321
scion_Botnet_Screenshots_865.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9321
scion_Botnet_Screenshots_866.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9251
scion_Botnet_Screenshots_867.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7705
scion_Botnet_Screenshots_868.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_869.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_87.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9377
scion_Botnet_Screenshots_870.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7356
scion_Botnet_Screenshots_871.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_872.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9270
scion_Botnet_Screenshots_873.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5272
scion_Botnet_Screenshots_874.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9293
scion_Botnet_Screenshots_875.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7231
scion_Botnet_Screenshots_876.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7619
scion_Botnet_Screenshots_877.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7756
scion_Botnet_Screenshots_878.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9280
scion_Botnet_Screenshots_879.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9280
scion_Botnet_Screenshots_88.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_880.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8853
scion_Botnet_Screenshots_881.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_882.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_883.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9325
scion_Botnet_Screenshots_884.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7428
scion_Botnet_Screenshots_885.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7253
scion_Botnet_Screenshots_886.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9314
scion_Botnet_Screenshots_887.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9314
scion_Botnet_Screenshots_888.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_889.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_89.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9223
scion_Botnet_Screenshots_890.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_891.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_892.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8237
scion_Botnet_Screenshots_893.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_894.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9415
scion_Botnet_Screenshots_895.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7151
scion_Botnet_Screenshots_896.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_897.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_898.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9025
scion_Botnet_Screenshots_899.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5573
scion_Botnet_Screenshots_9.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8919
scion_Botnet_Screenshots_90.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9223
scion_Botnet_Screenshots_900.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5573
scion_Botnet_Screenshots_901.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.6791
scion_Botnet_Screenshots_902.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_903.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6820
scion_Botnet_Screenshots_904.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9290
scion_Botnet_Screenshots_905.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7768
scion_Botnet_Screenshots_906.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5321
scion_Botnet_Screenshots_907.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9306
scion_Botnet_Screenshots_908.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7607
scion_Botnet_Screenshots_909.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7707
scion_Botnet_Screenshots_91.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_910.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_911.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7900
scion_Botnet_Screenshots_912.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_913.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7604
scion_Botnet_Screenshots_914.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5000
scion_Botnet_Screenshots_915.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7742
scion_Botnet_Screenshots_916.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_917.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_918.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_919.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_92.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9143
scion_Botnet_Screenshots_920.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9301
scion_Botnet_Screenshots_921.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5522
scion_Botnet_Screenshots_922.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5522
scion_Botnet_Screenshots_923.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7555
scion_Botnet_Screenshots_924.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7462
scion_Botnet_Screenshots_925.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8966
scion_Botnet_Screenshots_926.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_927.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_928.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_929.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9309
scion_Botnet_Screenshots_93.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7280
scion_Botnet_Screenshots_930.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9309
scion_Botnet_Screenshots_931.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6951
scion_Botnet_Screenshots_932.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_933.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_934.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7434
scion_Botnet_Screenshots_935.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9307
scion_Botnet_Screenshots_936.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9378
scion_Botnet_Screenshots_937.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_938.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5252
scion_Botnet_Screenshots_939.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5315
scion_Botnet_Screenshots_94.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9088
scion_Botnet_Screenshots_940.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6674
scion_Botnet_Screenshots_941.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8952
scion_Botnet_Screenshots_942.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8952
scion_Botnet_Screenshots_943.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7087
scion_Botnet_Screenshots_944.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.4987
scion_Botnet_Screenshots_945.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.7426
scion_Botnet_Screenshots_946.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9278
scion_Botnet_Screenshots_947.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.8464
scion_Botnet_Screenshots_948.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_949.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_95.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5650
scion_Botnet_Screenshots_950.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8109
scion_Botnet_Screenshots_951.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.8047
scion_Botnet_Screenshots_952.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_953.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9326
scion_Botnet_Screenshots_954.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.8281
scion_Botnet_Screenshots_955.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.5044
scion_Botnet_Screenshots_956.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_957.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_958.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_959.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9435
scion_Botnet_Screenshots_96.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5066
scion_Botnet_Screenshots_960.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_961.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_962.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9435
scion_Botnet_Screenshots_963.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_964.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9435
scion_Botnet_Screenshots_965.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9434
scion_Botnet_Screenshots_966.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6569
scion_Botnet_Screenshots_967.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9283
scion_Botnet_Screenshots_968.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9292
scion_Botnet_Screenshots_969.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.6265
scion_Botnet_Screenshots_97.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_970.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9293
scion_Botnet_Screenshots_971.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_972.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_973.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9422
scion_Botnet_Screenshots_974.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_975.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8646
scion_Botnet_Screenshots_976.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9247
scion_Botnet_Screenshots_977.pcap,scion,Botnet,Screenshots,Benign,✗ 错误,0.7628
scion_Botnet_Screenshots_978.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9283
scion_Botnet_Screenshots_979.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9371
scion_Botnet_Screenshots_98.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.8384
scion_Botnet_Screenshots_980.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_981.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9268
scion_Botnet_Screenshots_982.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_983.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9318
scion_Botnet_Screenshots_984.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5379
scion_Botnet_Screenshots_985.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9295
scion_Botnet_Screenshots_986.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
scion_Botnet_Screenshots_987.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5121
scion_Botnet_Screenshots_988.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9253
scion_Botnet_Screenshots_989.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9238
scion_Botnet_Screenshots_99.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9286
scion_Botnet_Screenshots_990.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.5836
scion_Botnet_Screenshots_991.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9288
scion_Botnet_Screenshots_992.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9251
scion_Botnet_Screenshots_993.pcap,scion,Botnet,Screenshots,Botnet,✓ 正确,0.9294
